used_dim_red_weights,cid,pid,activity,cid_only_predict_proba,pid_only_predict_proba,combined_predict_proba,latent_prob_delta_ratio
False,4100,P96878,1,0.15301267802715302,0.3324859142303467,0.42438313364982605,0.9234916509364852
False,4100,O86157,0,0.15301267802715302,0.6091431379318237,0.43801119923591614,0.9234916509364852
False,4173,AAB59829,0,0.1284572333097458,0.2081459015607834,0.7175715565681458,0.945546902568604
False,4173,P11411,0,0.1284572333097458,0.6116771697998047,0.5806270837783813,0.945546902568604
False,4173,AAG02439,0,0.1284572333097458,0.6519147157669067,0.687746524810791,0.945546902568604
False,4173,ACA62796,0,0.1284572333097458,0.4859517514705658,0.4838712513446808,0.945546902568604
False,4173,AAG29538,0,0.1284572333097458,0.7305190563201904,0.7951405644416809,0.945546902568604
False,4173,CAQ07474,0,0.1284572333097458,0.019460299983620644,0.17899610102176666,0.945546902568604
False,4173,Q02499,0,0.1284572333097458,0.7174823880195618,0.6755663156509399,0.945546902568604
False,4173,YP_815859,0,0.1284572333097458,0.36020976305007935,0.8087366819381714,0.945546902568604
False,4173,ABJ55414,0,0.1284572333097458,0.3377346396446228,0.5700815320014954,0.945546902568604
False,4173,BAC78637,0,0.1284572333097458,0.5437471270561218,0.7806510329246521,0.945546902568604
False,4173,P10632,1,0.1284572333097458,0.45231109857559204,0.7412533760070801,0.945546902568604
False,4173,Q16850,1,0.1284572333097458,0.26992520689964294,0.8027824759483337,0.945546902568604
False,3715,AAB59829,0,0.22711460292339325,0.2081459015607834,0.15062104165554047,0.9804773975335732
False,3715,ACA62796,1,0.22711460292339325,0.4859517514705658,0.18978598713874817,0.9804773975335732
False,3715,AAG29538,0,0.22711460292339325,0.7305190563201904,0.3508581519126892,0.9804773975335732
False,3715,CAQ07474,0,0.22711460292339325,0.019460299983620644,0.04917626082897186,0.9804773975335732
False,3715,Q02499,1,0.22711460292339325,0.7174823880195618,0.24083448946475983,0.9804773975335732
False,3715,AAD17299,0,0.22711460292339325,0.7016373872756958,0.2340249866247177,0.9804773975335732
False,3715,BAC78637,0,0.22711460292339325,0.5437471270561218,0.367392897605896,0.9804773975335732
False,3715,2A88_A,1,0.22711460292339325,0.8532158136367798,0.4449661672115326,0.9804773975335732
False,3715,O60656,1,0.22711460292339325,0.4784788489341736,0.76259446144104,0.9804773975335732
False,3715,2QQS_A,0,0.22711460292339325,0.36650699377059937,0.105220727622509,0.9804773975335732
False,3715,Q05DJ8,0,0.22711460292339325,0.33324554562568665,0.1838700920343399,0.9804773975335732
False,3715,CAI19851,0,0.22711460292339325,0.5906574726104736,0.5011413097381592,0.9804773975335732
False,3715,2O23_A,0,0.22711460292339325,0.7510704398155212,0.3014080822467804,0.9804773975335732
False,3715,P46721,1,0.22711460292339325,0.1643488109111786,0.09250860661268234,0.9804773975335732
False,3715,P33527,1,0.22711460292339325,0.13104474544525146,0.1572243571281433,0.9804773975335732
False,3715,Q96J66,1,0.22711460292339325,0.31091558933258057,0.5289266109466553,0.9804773975335732
False,3715,P16662,1,0.22711460292339325,0.17141631245613098,0.16859830915927887,0.9804773975335732
False,3715,Q04760,1,0.22711460292339325,0.5188565254211426,0.2002330869436264,0.9804773975335732
False,3715,Q9Y694,1,0.22711460292339325,0.2831743359565735,0.31161123514175415,0.9804773975335732
False,3715,P35354,1,0.22711460292339325,0.32653751969337463,0.22707578539848328,0.9804773975335732
False,3715,Q8TCC7,1,0.22711460292339325,0.2967739701271057,0.2653338313102722,0.9804773975335732
False,60606,AAB59829,0,0.11131895333528519,0.2081459015607834,0.1602250039577484,0.9664299385668692
False,60606,ACA62796,0,0.11131895333528519,0.4859517514705658,0.19215230643749237,0.9664299385668692
False,60606,CAA96025,0,0.11131895333528519,0.2712094187736511,0.1439143568277359,0.9664299385668692
False,60606,AAA51534,0,0.11131895333528519,0.7461248636245728,0.26761093735694885,0.9664299385668692
False,60606,Q9F4F7,0,0.11131895333528519,0.3591480553150177,0.1691717654466629,0.9664299385668692
False,60606,P08684,1,0.11131895333528519,0.6870488524436951,0.5892514586448669,0.9664299385668692
False,60606,P11712,1,0.11131895333528519,0.45146334171295166,0.22464415431022644,0.9664299385668692
False,60606,Q05DJ8,0,0.11131895333528519,0.33324554562568665,0.1554228514432907,0.9664299385668692
False,60606,3EVG_A,0,0.11131895333528519,0.26494961977005005,0.09868350625038147,0.9664299385668692
False,60606,O15244,1,0.11131895333528519,0.3528676927089691,0.20372918248176575,0.9664299385668692
False,60606,1ZHH_B,0,0.11131895333528519,0.39167752861976624,0.18629856407642365,0.9664299385668692
False,60606,P10632,1,0.11131895333528519,0.45231109857559204,0.228744775056839,0.9664299385668692
False,60606,P05177,1,0.11131895333528519,0.5360651612281799,0.24377015233039856,0.9664299385668692
False,60606,P9WQ59,0,0.11131895333528519,0.31932151317596436,0.12286380678415298,0.9664299385668692
False,4477,AAB59829,0,0.04336725175380707,0.2081459015607834,0.116461381316185,0.9779058277733578
False,4477,ABC47431,0,0.04336725175380707,0.6543888449668884,0.2080196738243103,0.9779058277733578
False,4477,ABN45876,0,0.04336725175380707,0.40231943130493164,0.10937047749757767,0.9779058277733578
False,4477,1DE9_A,0,0.04336725175380707,0.3375876247882843,0.12472110986709595,0.9779058277733578
False,4477,EDT84149,0,0.04336725175380707,0.39108946919441223,0.15984944999217987,0.9779058277733578
False,4477,P37840,1,0.04336725175380707,0.8516525626182556,0.2524932622909546,0.9779058277733578
False,4477,O95372,0,0.04336725175380707,0.3503328561782837,0.16698509454727173,0.9779058277733578
False,12560,AAB59829,0,0.090824656188488,0.2081459015607834,0.2263706773519516,0.998981724772965
False,12560,AAA51534,0,0.090824656188488,0.7461248636245728,0.1651192158460617,0.998981724772965
False,12560,O95342,1,0.090824656188488,0.10200522840023041,0.15333719551563263,0.998981724772965
False,12560,Q05DJ8,0,0.090824656188488,0.33324554562568665,0.22323840856552124,0.998981724772965
False,12560,Q99VQ4,1,0.090824656188488,0.2710307538509369,0.09865812957286835,0.998981724772965
False,12560,P08183,1,0.090824656188488,0.2055407166481018,0.32454240322113037,0.998981724772965
False,12560,ABY84639,0,0.090824656188488,0.6319092512130737,0.15127941966056824,0.998981724772965
False,12560,CAA81943,0,0.090824656188488,0.32106930017471313,0.16796351969242096,0.998981724772965
False,12560,O43193,1,0.090824656188488,0.17525754868984222,0.3446139991283417,0.998981724772965
False,12560,Q9NPD5,1,0.090824656188488,0.20168790221214294,0.3097887337207794,0.998981724772965
False,2471,AAB59829,0,0.09724946320056915,0.2081459015607834,0.16904698312282562,0.9774915526283776
False,2471,P0AF67,0,0.09724946320056915,0.9241805076599121,0.2690793573856354,0.9774915526283776
False,2471,ACA62796,0,0.09724946320056915,0.4859517514705658,0.20179109275341034,0.9774915526283776
False,2471,P08659,0,0.09724946320056915,0.344820499420166,0.09986645728349686,0.9774915526283776
False,2471,CAH72619,1,0.09724946320056915,0.49434584379196167,0.2493581622838974,0.9774915526283776
False,2471,CAA96025,0,0.09724946320056915,0.2712094187736511,0.1193024292588234,0.9774915526283776
False,2471,CAQ07474,0,0.09724946320056915,0.019460299983620644,0.03840295597910881,0.9774915526283776
False,2471,EMB09144,0,0.09724946320056915,0.5038323402404785,0.3244520425796509,0.9774915526283776
False,2471,YP_815859,1,0.09724946320056915,0.36020976305007935,0.1808617264032364,0.9774915526283776
False,2471,ABJ55414,1,0.09724946320056915,0.3377346396446228,0.14358733594417572,0.9774915526283776
False,2471,BAC78638,0,0.09724946320056915,0.9082691073417664,0.35066160559654236,0.9774915526283776
False,2471,1QCY_A,1,0.09724946320056915,0.41105329990386963,0.07227884232997894,0.9774915526283776
False,2471,P35354,1,0.09724946320056915,0.32653751969337463,0.13999228179454803,0.9774915526283776
False,2471,2WWY_A,0,0.09724946320056915,0.11455288529396057,0.08638361841440201,0.9774915526283776
False,2471,2QQI_A,0,0.09724946320056915,0.42791876196861267,0.20205029845237732,0.9774915526283776
False,2471,CAA81943,0,0.09724946320056915,0.32106930017471313,0.12648960947990417,0.9774915526283776
False,2471,Q9NPC2,0,0.09724946320056915,0.1652996987104416,0.12527985870838165,0.9774915526283776
False,2471,Q13621,1,0.09724946320056915,0.2390747219324112,0.19653058052062988,0.9774915526283776
False,2471,P13569,1,0.09724946320056915,0.10738320648670197,0.1607857048511505,0.9774915526283776
False,2756,AAB59829,0,0.14652636647224426,0.2081459015607834,0.2316562980413437,0.9822573614906864
False,2756,AAG02439,0,0.14652636647224426,0.6519147157669067,0.19176186621189117,0.9822573614906864
False,2756,YP_001085402,0,0.14652636647224426,0.5120763182640076,0.27311161160469055,0.9822573614906864
False,2756,XP_717710,0,0.14652636647224426,0.6103458404541016,0.17528638243675232,0.9822573614906864
False,2756,EMB09144,0,0.14652636647224426,0.5038323402404785,0.24721409380435944,0.9822573614906864
False,2756,Q4U2R8,1,0.14652636647224426,0.31704068183898926,0.19748349487781525,0.9822573614906864
False,2756,AAD17299,0,0.14652636647224426,0.7016373872756958,0.22942420840263367,0.9822573614906864
False,2756,O95342,1,0.14652636647224426,0.10200522840023041,0.17712557315826416,0.9822573614906864
False,2756,AAQ89316,0,0.14652636647224426,0.4914073348045349,0.3660721480846405,0.9822573614906864
False,2756,1QCY_A,1,0.14652636647224426,0.41105329990386963,0.10290326923131943,0.9822573614906864
False,2756,ADQ57959,0,0.14652636647224426,0.10219720005989075,0.04184429347515106,0.9822573614906864
False,2756,AAC46381,0,0.14652636647224426,0.7001041173934937,0.33576732873916626,0.9822573614906864
False,2756,O15244,1,0.14652636647224426,0.3528676927089691,0.306545615196228,0.9822573614906864
False,2756,NP_055369,0,0.14652636647224426,0.15652185678482056,0.13565519452095032,0.9822573614906864
False,2756,O86157,0,0.14652636647224426,0.6091431379318237,0.40586042404174805,0.9822573614906864
False,2756,P20815,1,0.14652636647224426,0.5045493245124817,0.3600553870201111,0.9822573614906864
False,2756,P05177,1,0.14652636647224426,0.5360651612281799,0.4376479387283325,0.9822573614906864
False,2756,1C3B_A,0,0.14652636647224426,0.26030388474464417,0.13341818749904633,0.9822573614906864
False,2756,Q96FL8,1,0.14652636647224426,0.251997709274292,0.2436242401599884,0.9822573614906864
False,2756,O75751,1,0.14652636647224426,0.33112800121307373,0.34411606192588806,0.9822573614906864
False,2756,P31513,1,0.14652636647224426,0.23028802871704102,0.22916021943092346,0.9822573614906864
False,2756,P25021,1,0.14652636647224426,0.13438193500041962,0.14200854301452637,0.9822573614906864
False,2756,P15538,1,0.14652636647224426,0.40445685386657715,0.32613733410835266,0.9822573614906864
False,2756,P24462,1,0.14652636647224426,0.532630205154419,0.4204038381576538,0.9822573614906864
False,3440,AAB59829,0,0.14680993556976318,0.2081459015607834,0.14630471169948578,0.8852896130642756
False,3440,P08659,0,0.14680993556976318,0.344820499420166,0.19005131721496582,0.8852896130642756
False,3440,XP_717710,0,0.14680993556976318,0.6103458404541016,0.15021105110645294,0.8852896130642756
False,3440,Q05DJ8,0,0.14680993556976318,0.33324554562568665,0.2026119828224182,0.8852896130642756
False,3440,O76082,1,0.14680993556976318,0.19588051736354828,0.1723378449678421,0.8852896130642756
False,3440,2O23_A,0,0.14680993556976318,0.7510704398155212,0.2837983965873718,0.8852896130642756
False,3440,Q13621,1,0.14680993556976318,0.2390747219324112,0.16243289411067963,0.8852896130642756
False,3440,Q92959,1,0.14680993556976318,0.12844794988632202,0.13930226862430573,0.8852896130642756
False,9444,AAB59829,0,0.1771172732114792,0.2081459015607834,0.7129215002059937,0.8868625473444208
False,9444,P08659,0,0.1771172732114792,0.344820499420166,0.852638304233551,0.8868625473444208
False,9444,Q9NPC2,0,0.1771172732114792,0.1652996987104416,0.6232891082763672,0.8868625473444208
False,9444,1ME3_A,0,0.1771172732114792,0.48573383688926697,0.6035463213920593,0.8868625473444208
False,3728,AAB59829,0,0.13546161353588104,0.2081459015607834,0.3994939625263214,0.958977044691966
False,3728,AAG02439,0,0.13546161353588104,0.6519147157669067,0.39956650137901306,0.958977044691966
False,3728,2ISV_A,0,0.13546161353588104,0.6127452254295349,0.3541736304759979,0.958977044691966
False,3728,CAQ07474,1,0.13546161353588104,0.019460299983620644,0.1581517457962036,0.958977044691966
False,3728,Q02499,1,0.13546161353588104,0.7174823880195618,0.3225775957107544,0.958977044691966
False,3728,YP_815859,1,0.13546161353588104,0.36020976305007935,0.473818302154541,0.958977044691966
False,3728,CCE37082,0,0.13546161353588104,0.6221585273742676,0.6084807515144348,0.958977044691966
False,3728,NP_055369,0,0.13546161353588104,0.15652185678482056,0.33586373925209045,0.958977044691966
False,3728,YP_815860,0,0.13546161353588104,0.6971467733383179,0.44166314601898193,0.958977044691966
False,3728,P22830,1,0.13546161353588104,0.21838828921318054,0.4630011320114136,0.958977044691966
False,3728,O75604,1,0.13546161353588104,0.15519243478775024,0.31676527857780457,0.958977044691966
False,2519,AAB59829,0,0.4198683500289917,0.2081459015607834,0.6273927688598633,0.9592871758700486
False,2519,P9WFX0,0,0.4198683500289917,0.6424182057380676,0.5480847954750061,0.9592871758700486
False,2519,ABC47431,0,0.4198683500289917,0.6543888449668884,0.5936732888221741,0.9592871758700486
False,2519,P08684,1,0.4198683500289917,0.6870488524436951,0.8305433988571167,0.9592871758700486
False,2519,NP_988635,0,0.4198683500289917,0.8251278400421143,0.5703045725822449,0.9592871758700486
False,2519,AAS58777,0,0.4198683500289917,0.22031541168689728,0.566317617893219,0.9592871758700486
False,2519,P10632,1,0.4198683500289917,0.45231109857559204,0.8073838353157043,0.9592871758700486
False,2519,2O23_A,0,0.4198683500289917,0.7510704398155212,0.7286930680274963,0.9592871758700486
False,2519,P04798,1,0.4198683500289917,0.3761443793773651,0.7777490019798279,0.9592871758700486
False,2519,P05177,1,0.4198683500289917,0.5360651612281799,0.836753785610199,0.9592871758700486
False,2519,O95372,0,0.4198683500289917,0.3503328561782837,0.7568973898887634,0.9592871758700486
False,2519,CAA81943,0,0.4198683500289917,0.32106930017471313,0.6520938277244568,0.9592871758700486
False,2519,P24462,1,0.4198683500289917,0.532630205154419,0.851632297039032,0.9592871758700486
False,2519,O94788,1,0.4198683500289917,0.3403332233428955,0.702335000038147,0.9592871758700486
False,2519,4KC3_B,0,0.4198683500289917,0.27168479561805725,0.471045583486557,0.9592871758700486
False,2519,Q92736,0,0.4198683500289917,0.22686730325222015,0.5904222130775452,0.9592871758700486
False,2519,P42338,1,0.4198683500289917,0.17052696645259857,0.5447453856468201,0.9592871758700486
False,2519,Q873X9,1,0.4198683500289917,0.6465151906013489,0.5867054462432861,0.9592871758700486
False,2519,P21817,1,0.4198683500289917,0.2492259293794632,0.6804527640342712,0.9592871758700486
False,2519,P29274,1,0.4198683500289917,0.08481433242559433,0.6354970335960388,0.9592871758700486
False,2170,AAB59829,1,0.23682278394699097,0.2081459015607834,0.23047424852848053,0.9907481922266784
False,2170,P0AF67,0,0.23682278394699097,0.9241805076599121,0.25610852241516113,0.9907481922266784
False,2170,ACA62796,1,0.23682278394699097,0.4859517514705658,0.2705398499965668,0.9907481922266784
False,2170,O75884,1,0.23682278394699097,0.20205236971378326,0.24745173752307892,0.9907481922266784
False,2170,CAA84846,0,0.23682278394699097,0.3726910650730133,0.20694418251514435,0.9907481922266784
False,2170,Q02499,1,0.23682278394699097,0.7174823880195618,0.23017428815364838,0.9907481922266784
False,2170,EMB09144,0,0.23682278394699097,0.5038323402404785,0.3416788578033447,0.9907481922266784
False,2170,YP_815859,1,0.23682278394699097,0.36020976305007935,0.19456395506858826,0.9907481922266784
False,2170,P35348,1,0.23682278394699097,0.15128935873508453,0.225244402885437,0.9907481922266784
False,2170,P31645,1,0.23682278394699097,0.22896087169647217,0.2041551172733307,0.9907481922266784
False,2170,1QCY_A,1,0.23682278394699097,0.41105329990386963,0.13054749369621277,0.9907481922266784
False,2170,2A88_A,1,0.23682278394699097,0.8532158136367798,0.384944349527359,0.9907481922266784
False,2170,Q99VQ4,0,0.23682278394699097,0.2710307538509369,0.13519269227981567,0.9907481922266784
False,2170,P28562,1,0.23682278394699097,0.4013798236846924,0.2366703897714615,0.9907481922266784
False,2170,CAA56931,0,0.23682278394699097,0.16992595791816711,0.10009747743606567,0.9907481922266784
False,2170,ABY84639,0,0.23682278394699097,0.6319092512130737,0.2031572461128235,0.9907481922266784
False,2170,2QQI_A,0,0.23682278394699097,0.42791876196861267,0.27447858452796936,0.9907481922266784
False,2170,P14416,1,0.23682278394699097,0.08183890581130981,0.2209680676460266,0.9907481922266784
False,2170,P02763,1,0.23682278394699097,0.3971043825149536,0.15121504664421082,0.9907481922266784
False,2170,P21917,1,0.23682278394699097,0.27464401721954346,0.3956097960472107,0.9907481922266784
False,2170,P46098,1,0.23682278394699097,0.12205921113491058,0.17615510523319244,0.9907481922266784
False,2170,P28223,1,0.23682278394699097,0.2594003677368164,0.20821452140808105,0.9907481922266784
False,2170,P41595,1,0.23682278394699097,0.21434472501277924,0.23107676208019257,0.9907481922266784
False,2170,P35462,1,0.23682278394699097,0.11163581162691116,0.3569933772087097,0.9907481922266784
False,2170,P14867,1,0.23682278394699097,0.26987317204475403,0.1713472306728363,0.9907481922266784
False,1775,AAB59829,1,0.5352795124053955,0.2081459015607834,0.7023110389709473,0.911164656721042
False,1775,O75884,1,0.5352795124053955,0.20205236971378326,0.5223049521446228,0.911164656721042
False,1775,CAH72619,1,0.5352795124053955,0.49434584379196167,0.6609435677528381,0.911164656721042
False,1775,AAG29538,1,0.5352795124053955,0.7305190563201904,0.6945887207984924,0.911164656721042
False,1775,CAA96025,0,0.5352795124053955,0.2712094187736511,0.5613857507705688,0.911164656721042
False,1775,CAQ07474,1,0.5352795124053955,0.019460299983620644,0.15557828545570374,0.911164656721042
False,1775,AAA51534,0,0.5352795124053955,0.7461248636245728,0.6653949618339539,0.911164656721042
False,1775,AAD17299,0,0.5352795124053955,0.7016373872756958,0.7293677926063538,0.911164656721042
False,1775,Q9F4F7,0,0.5352795124053955,0.3591480553150177,0.5832223296165466,0.911164656721042
False,1775,BAC78637,0,0.5352795124053955,0.5437471270561218,0.8283857703208923,0.911164656721042
False,1775,2QQS_A,0,0.5352795124053955,0.36650699377059937,0.48411324620246887,0.911164656721042
False,1775,EDT84149,0,0.5352795124053955,0.39108946919441223,0.7136863470077515,0.911164656721042
False,1775,P20813,1,0.5352795124053955,0.38466161489486694,0.7147362232208252,0.911164656721042
False,1775,O75469,1,0.5352795124053955,0.23766234517097473,0.33159124851226807,0.911164656721042
False,1775,CAI19851,0,0.5352795124053955,0.5906574726104736,0.79739910364151,0.911164656721042
False,1775,P33260,1,0.5352795124053955,0.42653000354766846,0.6594497561454773,0.911164656721042
False,1775,Q9NY46,1,0.5352795124053955,0.1781633198261261,0.816959798336029,0.911164656721042
False,1775,3EVG_A,0,0.5352795124053955,0.26494961977005005,0.3669995963573456,0.911164656721042
False,1775,AAC83551,0,0.5352795124053955,0.30624765157699585,0.5173963904380798,0.911164656721042
False,1775,AAS58777,0,0.5352795124053955,0.22031541168689728,0.6356133222579956,0.911164656721042
False,1775,NP_055369,0,0.5352795124053955,0.15652185678482056,0.3735733926296234,0.911164656721042
